ID,CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,CLAIM_AMOUNT,VEHICLE_AGE,CLAIM_IND,AREA,STATE_CODE
5569472895,0,61,0,17,,231075 ,Yes,Mal,Bachelors,Professional,52,Commercial,25660 ,Racing,3,No,4,210 ,14,0,Highly Urban/ Urban,Hessen
701627954,0,69,0,15,38900 ,206295 ,Yes,Fem,z_High School,Teacher,61,Commercial,11290 ,Sports Car,0,No,2,5647 ,3,1,Highly Urban/ Urban,Bayern
1574052842,0,52,1,16,80566 ,414410 ,Yes,Fem,Bachelors,Professional,72,Private,16830 ,unknown,2,No,2,351 ,17,0,z_Highly Rural/ Rural,Bayern
8983362216,0,32,1,12,32235 ,359609 ,Yes,Fem,z_High School,Clerical,71,Private,10030 ,unknown,2,No,4,4907 ,3,1,Highly Urban/ Urban,Thueringen
6647298496,1,39,2,20,46048 ,684609 ,Yes,Mal,Bachelors,Manager,61,Private,22090 ,Minivan,0,No,2,342 ,14,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
1242736337,0,47,0,11,73153 ,247338 ,z_No,Fem,Bachelors,Clerical,71,Private,12220 ,unknown,2,No,3,276 ,14,0,Highly Urban/ Urban,Sachsen
6415824924,0,43,2,3,,882014 ,Yes,Fem,Masters,Home Maker,60,Private,14130 ,unknown,2,Yes,4,377 ,14,0,z_Highly Rural/ Rural,Thueringen
2257087559,0,85,0,15,34172 ,623663 ,Yes,Mal,<High School,Teacher,72,Commercial,24000 ,Panel Truck,2,No,7,5212 ,,1,Highly Urban/ Urban,Bayern
3066966070,0,47,0,8,49804 ,340114 ,Yes,Mal,Bachelors,Clerical,75,Private,15880 ,Minivan,2,No,3,292 ,3,0,Highly Urban/ Urban,Brandenburg
295116385,2,51,2,15,131500 ,438419 ,z_No,Fem,Bachelors,Teacher,50,Commercial,27200 ,Minivan,0,No,0,329 ,11,0,z_Highly Rural/ Rural,Hessen
4187096359,0,50,0,11,52238 ,359898 ,Yes,Fem,Bachelors,Professional,82,Private,1500 ,unknown,0,No,3,267 ,12,0,Highly Urban/ Urban,Bayern
3769646256,0,66,0,10,93402 ,551118 ,z_No,Mal,Masters,,57,Commercial,25810 ,Panel Truck,2,No,7,261 ,17,0,Highly Urban/ Urban,Thueringen
2397275019,0,43,0,13,36441 ,403065 ,Yes,Mal,Bachelors,Teacher,83,Commercial,16640 ,Van,0,No,0,333 ,15,0,Highly Urban/ Urban,Hessen
864783914,0,57,0,3,960 ,499613 ,Yes,Fem,PhD,Home Maker,110,Private,13220 ,Minivan,2,No,0,238 ,14,0,z_Highly Rural/ Rural,Bayern
4866398737,0,41,0,15,115604 ,347314 ,z_No,Fem,PhD,Doctor,63,Private,17900 ,Minivan,0,No,2,392 ,16,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
3015725259,0,32,0,14,39114 ,751279 ,Yes,Fem,z_High School,Clerical,92,Private,12080 ,unknown,0,No,2,201 ,11,0,z_Highly Rural/ Rural,Bayern
8674049142,0,40,2,20,146313 ,530676 ,Yes,Fem,Masters,,83,Commercial,29450 ,Van,0,No,2,306 ,17,0,Highly Urban/ Urban,Bayern
3745487963,0,49,0,11,168429 ,306228 ,z_No,Fem,PhD,Doctor,67,Private,34150 ,Sports Car,0,No,3,286 ,3,0,Highly Urban/ Urban,Bayern
1298573141,0,70,0,18,121958 ,455301 ,Yes,Fem,PhD,Doctor,55,Private,16270 ,unknown,2,No,4,352 ,13,0,Highly Urban/ Urban,Bayern
9071133486,0,64,0,3,560 ,394153 ,z_No,Fem,z_High School,Student,93,Commercial,9280 ,unknown,0,No,1,341 ,8,0,z_Highly Rural/ Rural,Sachsen-Anhalt
6759259679,0,58,0,10,15068 ,518232 ,Yes,Mal,Bachelors,Student,67,Commercial,6450 ,Pickup,0,No,4,296 ,9,0,Highly Urban/ Urban,Bayern
1307475334,0,47,0,16,76698 ,288222 ,Yes,Fem,Bachelors,Manager,85,Private,23080 ,Sports Car,0,No,2,316 ,10,0,Highly Urban/ Urban,Bayern
5514844718,0,63,0,13,33334 ,106002 ,z_No,Fem,z_High School,Clerical,89,Private,20120 ,Minivan,2,No,2,307 ,3,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
525862106,0,46,0,14,58034 ,209974 ,Yes,Mal,Bachelors,Clerical,50,Commercial,29270 ,Panel Truck,0,No,3,251 ,7,0,Highly Urban/ Urban,Thueringen
4753342535,0,48,1,15,27480 ,460721 ,Yes,Mal,Bachelors,Student,107,Commercial,4600 ,Minivan,2,No,2,307 ,7,0,Highly Urban/ Urban,Bayern
4384052709,0,62,0,11,19804 ,23556 ,Yes,Fem,z_High School,Student,80,Commercial,19450 ,unknown,4,No,7,296 ,,0,Highly Urban/ Urban,Berlin
5532134502,0,68,0,,108219 ,856043 ,Yes,Mal,Masters,Professional,81,Private,29230 ,Minivan,2,No,0,357 ,17,0,Highly Urban/ Urban,Thueringen
7681091951,0,47,3,10,35006 ,984287 ,Yes,Fem,z_High School,Clerical,78,Private,4040 ,unknown,0,No,4,353 ,7,0,z_Highly Rural/ Rural,Sachsen-Anhalt
3883908592,0,46,3,17,33324 ,400232 ,Yes,Mal,<High School,Clerical,85,Private,12270 ,Minivan,0,No,9,338 ,3,0,Highly Urban/ Urban,Berlin
2714776426,0,54,0,8,107735 ,,z_No,Mal,Masters,Nurse,55,Private,31930 ,Minivan,2,No,0,294 ,,0,Highly Urban/ Urban,Thueringen
4213362900,0,45,0,,53948 ,252832 ,Yes,Mal,z_High School,Teacher,69,Commercial,23450 ,Minivan,0,No,2,332 ,13,0,z_Highly Rural/ Rural,Bayern
1.04E+10,0,50,0,14,17949 ,194337 ,z_No,Mal,<High School,Teacher,65,Commercial,12230 ,Pickup,1,Yes,17,6507 ,8,1,Highly Urban/ Urban,Brandenburg
4932045081,0,66,2,10,18315 ,749493 ,z_No,Fem,<High School,Clerical,74,Private,14480 ,Minivan,2,Yes,2,314 ,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
2439703248,1,49,2,16,,206115 ,z_No,Fem,z_High School,Teacher,107,Commercial,9360 ,Sports Car,0,No,0,6536 ,,1,Highly Urban/ Urban,Bayern
1841110885,0,52,3,15,56608 ,208504 ,Yes,Mal,Masters,Nurse,60,Private,10700 ,Minivan,4,No,4,290 ,18,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
3800730064,0,62,2,18,16912 ,352057 ,Yes,Fem,z_High School,Home Maker,82,Private,10520 ,unknown,1,No,3,9092 ,3,1,Highly Urban/ Urban,Bayern
3015131180,0,54,0,19,45720 ,500525 ,Yes,Mal,Bachelors,Manager,75,Private,21770 ,Minivan,0,No,2,348 ,8,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
2212990468,1,63,1,17,64912 ,237591 ,Yes,Fem,Masters,Nurse,95,Private,32340 ,Van,2,Yes,4,2413 ,15,1,Highly Urban/ Urban,Bayern
3225005134,0,60,3,15,23470 ,188667 ,Yes,Mal,z_High School,Clerical,71,Private,14690 ,Minivan,2,Yes,0,1566 ,3,1,z_Highly Rural/ Rural,Nordrhein-Westfalen
1401501667,0,49,0,,,470789 ,Yes,Mal,Bachelors,Professional,59,Commercial,28560 ,Panel Truck,7,No,3,232 ,12,0,Highly Urban/ Urban,Bayern
1.04E+10,1,48,2,,25020 ,694902 ,z_No,Mal,Bachelors,Clerical,69,Private,14220 ,Minivan,2,No,0,3837 ,12,1,Highly Urban/ Urban,Hessen
6546139392,0,40,4,15,21782 ,252692 ,Yes,Fem,z_High School,Home Maker,91,Private,6880 ,unknown,5,No,2,1100 ,3,1,Highly Urban/ Urban,Thueringen
1997799332,0,29,3,17,55528 ,358788 ,Yes,Fem,z_High School,Professional,65,Private,10040 ,unknown,0,Yes,2,334 ,10,0,Highly Urban/ Urban,Bayern
7362511893,0,45,0,11,15154 ,122368 ,z_No,Fem,<High School,Clerical,58,Private,2920 ,Sports Car,3,Yes,4,8079 ,12,1,Highly Urban/ Urban,Bayern
8616413967,1,44,4,15,3109 ,496897 ,Yes,Fem,<High School,Home Maker,80,Private,22690 ,Pickup,2,No,4,275 ,3,0,Highly Urban/ Urban,Bayern
1135402317,0,49,2,15,,94224 ,z_No,Fem,<High School,Teacher,88,Private,9730 ,unknown,0,No,8,5752 ,6,1,Highly Urban/ Urban,Thueringen
5793710774,2,33,2,17,46536 ,297959 ,Yes,Fem,<High School,Teacher,72,Private,1500 ,Sports Car,3,No,8,324 ,,0,Highly Urban/ Urban,Bayern
6062742523,2,47,3,14,137663 ,53001 ,z_No,Fem,Masters,Manager,74,Private,19510 ,Sports Car,3,No,2,4488 ,17,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
6435387182,0,72,0,12,,341562 ,z_No,Mal,PhD,,76,Commercial,33710 ,Panel Truck,2,Yes,4,258 ,20,0,Highly Urban/ Urban,Nordrhein-Westfalen
3948593026,0,65,0,13,80498 ,94224 ,z_No,Fem,Bachelors,Manager,58,Private,14050 ,Minivan,2,Yes,4,258 ,13,0,Highly Urban/ Urban,Bayern
4396628413,0,47,1,14,187196 ,644562 ,Yes,Fem,PhD,Nurse,73,Private,10250 ,unknown,3,No,6,294 ,22,0,Highly Urban/ Urban,Bayern
1.48E+10,0,77,0,17,,480107 ,z_No,Mal,Masters,,67,Commercial,33320 ,Panel Truck,0,Yes,1,247 ,14,0,Highly Urban/ Urban,Bayern
539693291,0,59,0,14,62491 ,219419 ,Yes,Mal,Masters,,75,Commercial,10910 ,Pickup,2,No,2,306 ,,0,Highly Urban/ Urban,Bayern
2036906886,0,79,0,12,62069 ,324996 ,Yes,Mal,Masters,,85,Commercial,23230 ,Panel Truck,0,No,5,311 ,19,0,Highly Urban/ Urban,Sachsen
7430302272,0,57,0,12,75386 ,147225 ,z_No,Fem,PhD,Doctor,56,Private,27600 ,unknown,2,No,0,299 ,20,0,Highly Urban/ Urban,Brandenburg
1660879792,0,65,0,12,75682 ,395926 ,Yes,Fem,Bachelors,Professional,54,Private,23640 ,Minivan,2,No,0,327 ,3,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
608686483,1,55,2,14,103353 ,435786 ,z_No,Mal,Bachelors,Professional,70,Private,1500 ,Minivan,2,No,6,2642 ,13,1,Highly Urban/ Urban,Bayern
3414446227,0,83,0,18,41216 ,549804 ,Yes,Fem,z_High School,Clerical,102,Private,9170 ,Sports Car,4,Yes,2,4495 ,9,1,Highly Urban/ Urban,Sachsen-Anhalt
1921519221,0,51,0,3,960 ,104809 ,Yes,Fem,z_High School,Home Maker,95,Private,8660 ,Sports Car,2,No,5,231 ,,0,Highly Urban/ Urban,Bayern
1435311231,1,49,2,15,,576218 ,Yes,Fem,Bachelors,Teacher,88,Commercial,5200 ,unknown,3,No,1,5149 ,5,1,Highly Urban/ Urban,Sachsen-Anhalt
5038146299,0,34,0,,30331 ,447564 ,z_No,Fem,<High School,Clerical,94,Private,4860 ,Sports Car,0,No,0,355 ,3,0,Highly Urban/ Urban,Bayern
1248439886,0,67,0,15,33133 ,459540 ,Yes,Mal,z_High School,Clerical,59,Commercial,9640 ,Pickup,3,No,6,1725 ,3,1,Highly Urban/ Urban,Hessen
1.01E+10,0,49,0,14,34287 ,47112 ,z_No,Fem,Bachelors,Clerical,72,Private,10850 ,unknown,3,No,2,377 ,14,0,Highly Urban/ Urban,Bayern
7808613330,0,69,0,3,1760 ,247724 ,Yes,Fem,Masters,Professional,87,Private,6400 ,unknown,1,No,10,277 ,16,0,Highly Urban/ Urban,Bayern
7303633923,0,62,2,18,140290 ,358123 ,z_No,Fem,z_High School,Teacher,80,Commercial,22050 ,Sports Car,0,No,0,371 ,3,0,z_Highly Rural/ Rural,Bayern
5201541218,0,45,0,16,163856 ,612508 ,z_No,Fem,PhD,Nurse,87,Private,22830 ,Minivan,2,No,0,332 ,16,0,z_Highly Rural/ Rural,Bayern
5916916338,0,35,1,13,18415 ,252869 ,z_No,Fem,<High School,Teacher,95,Private,12380 ,Minivan,2,No,2,409 ,8,0,z_Highly Rural/ Rural,Thueringen
970015570,0,73,0,,72367 ,582395 ,Yes,Mal,Bachelors,Manager,106,Private,14000 ,Minivan,0,No,0,246 ,13,0,Highly Urban/ Urban,Bayern
2546910101,0,55,0,3,1360 ,117780 ,Yes,Mal,z_High School,Student,86,Commercial,17470 ,Van,4,No,5,320 ,8,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
3454344499,0,68,0,9,38596 ,636279 ,Yes,Fem,z_High School,Teacher,77,Commercial,13140 ,unknown,0,No,4,2629 ,3,1,Highly Urban/ Urban,Bayern
3951550400,0,65,0,16,42159 ,274602 ,z_No,Fem,Bachelors,Manager,66,Private,15360 ,unknown,2,No,0,381 ,10,0,Highly Urban/ Urban,Thueringen
1.04E+10,0,49,1,13,39002 ,685865 ,z_No,Mal,z_High School,Professional,60,Private,15160 ,Minivan,2,No,0,234 ,3,0,Highly Urban/ Urban,Bayern
9180972717,0,46,0,14,91783 ,259116 ,z_No,Mal,Masters,Nurse,68,Private,10620 ,Pickup,2,No,0,195 ,,0,Highly Urban/ Urban,Bayern
3684882861,0,64,0,10,46747 ,237975 ,Yes,Fem,Masters,Nurse,50,Private,19380 ,Minivan,0,No,0,246 ,15,0,Highly Urban/ Urban,Bayern
1060099873,0,64,0,,85924 ,586320 ,Yes,Mal,Bachelors,Teacher,66,Commercial,5760 ,Pickup,2,No,10,376 ,13,0,Highly Urban/ Urban,Thueringen
5958123692,0,46,0,11,39200 ,349678 ,Yes,Fem,z_High School,Clerical,73,Private,16220 ,unknown,0,No,2,331 ,,0,z_Highly Rural/ Rural,Bayern
4402748888,0,56,2,3,960 ,92925 ,Yes,Fem,z_High School,Home Maker,81,Private,8750 ,Sports Car,0,No,2,247 ,10,0,Highly Urban/ Urban,Thueringen
4298972933,2,37,2,16,143548 ,418257 ,Yes,Mal,Masters,Manager,73,Private,21790 ,Minivan,2,No,4,226 ,11,0,Highly Urban/ Urban,Thueringen
8803773750,0,52,0,14,52525 ,82446 ,z_No,Mal,Masters,Nurse,81,Private,18110 ,Van,4,No,7,340 ,17,0,Highly Urban/ Urban,Thueringen
1130247543,0,35,3,3,560 ,525700 ,Yes,Fem,z_High School,Home Maker,70,Private,11740 ,unknown,4,No,4,6045 ,3,1,Highly Urban/ Urban,Bayern
9783785039,0,47,0,14,105944 ,420623 ,Yes,Mal,Masters,Professional,69,Private,13800 ,Minivan,5,Yes,6,224 ,19,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
508865917,0,66,0,13,66825 ,229944 ,Yes,Mal,Masters,Nurse,104,Private,12230 ,Minivan,0,No,3,13358 ,11,1,Highly Urban/ Urban,Bayern
5451301891,0,53,0,10,,,z_No,Mal,Masters,,62,Commercial,23350 ,Panel Truck,5,No,8,4445 ,19,1,Highly Urban/ Urban,Berlin
1868005321,0,54,0,15,32954 ,630123 ,z_No,Fem,z_High School,Clerical,78,Private,13770 ,unknown,2,No,2,321 ,3,0,Highly Urban/ Urban,Bayern
8593893443,0,47,0,12,77186 ,447591 ,Yes,Mal,Bachelors,Teacher,63,Commercial,23390 ,Panel Truck,2,No,0,292 ,16,0,Highly Urban/ Urban,Thueringen
5522647899,1,61,3,19,8488 ,473038 ,Yes,Mal,<High School,Clerical,71,Private,8080 ,Pickup,2,No,2,386 ,10,0,z_Highly Rural/ Rural,Berlin
1179855939,0,45,4,3,560 ,229671 ,z_No,Mal,z_High School,Student,59,Commercial,15090 ,Minivan,3,No,4,8140 ,7,1,Highly Urban/ Urban,Bayern
2661910785,0,43,0,3,,115113 ,Yes,Fem,Bachelors,Student,93,Commercial,12850 ,unknown,2,No,3,3936 ,8,1,Highly Urban/ Urban,Bayern
7700932591,1,46,1,12,34157 ,490445 ,Yes,Fem,Masters,Nurse,108,Private,21690 ,Minivan,2,No,6,244 ,16,0,Highly Urban/ Urban,Bayern
756111077,0,40,0,14,45265 ,264997 ,Yes,Fem,Bachelors,Professional,95,Private,12840 ,unknown,4,No,2,5398 ,12,1,Highly Urban/ Urban,Thueringen
9464402111,0,38,1,3,560 ,641403 ,Yes,Fem,Bachelors,Home Maker,71,Private,8350 ,unknown,0,No,7,278 ,9,0,Highly Urban/ Urban,Bayern
1170784648,0,62,0,12,69952 ,417212 ,z_No,Fem,Bachelors,Teacher,81,Commercial,15120 ,Minivan,2,No,7,309 ,12,0,z_Highly Rural/ Rural,Brandenburg
2421619087,0,49,0,14,133121 ,1362675 ,z_No,Mal,Masters,Professional,53,Commercial,30150 ,Panel Truck,1,No,0,315 ,3,0,Highly Urban/ Urban,Sachsen-Anhalt
7005872064,0,63,0,18,32698 ,544461 ,Yes,Mal,<High School,Teacher,68,Commercial,14620 ,unknown,2,No,2,5415 ,3,1,Highly Urban/ Urban,Bayern
5314065972,0,79,1,20,97790 ,425939 ,Yes,Mal,Masters,Professional,68,Private,11180 ,unknown,0,No,0,291 ,18,0,Highly Urban/ Urban,Bayern
2537378226,0,66,0,12,126853 ,35334 ,z_No,Mal,PhD,,66,Commercial,7500 ,Pickup,4,No,4,285 ,17,0,Highly Urban/ Urban,Bayern
1630772400,2,47,4,9,155137 ,509759 ,z_No,Fem,Bachelors,Teacher,72,Private,20450 ,unknown,3,No,5,304 ,3,0,Highly Urban/ Urban,Bayern
3638043760,0,56,0,10,64974 ,492201 ,Yes,Mal,<High School,Teacher,78,Commercial,7900 ,Pickup,5,No,3,2398 ,7,1,Highly Urban/ Urban,Bayern
928257349,0,38,0,14,80308 ,505592 ,Yes,Fem,z_High School,Manager,68,Private,13150 ,unknown,0,No,2,253 ,3,0,Highly Urban/ Urban,Bayern
1993573701,0,78,2,17,192649 ,889820 ,Yes,Mal,PhD,,76,Commercial,21100 ,Van,2,No,0,6778 ,,1,Highly Urban/ Urban,Mecklenburg-Vorpomme
881241806,1,65,1,10,,600678 ,Yes,Fem,z_High School,Student,85,Private,7050 ,Sports Car,2,No,0,387 ,12,0,z_Highly Rural/ Rural,Mecklenburg-Vorpomme
1265877974,0,77,0,18,108712 ,665429 ,Yes,Fem,Masters,Manager,63,Private,12320 ,unknown,2,Yes,2,265 ,17,0,Highly Urban/ Urban,Brandenburg
3879781079,0,66,0,17,,1259704 ,Yes,Mal,Bachelors,Manager,93,Private,21320 ,Van,2,No,0,280 ,15,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
5218600279,0,45,0,15,124480 ,636958 ,Yes,Mal,Bachelors,Teacher,59,Commercial,17550 ,Van,0,No,0,365 ,,0,Highly Urban/ Urban,Hessen
5539182462,0,61,0,16,45817 ,366166 ,Yes,Mal,Bachelors,Clerical,78,Commercial,29210 ,Panel Truck,2,No,0,302 ,,0,Highly Urban/ Urban,Hessen
2106858876,0,39,0,11,54204 ,547677 ,z_No,Mal,Bachelors,Professional,73,Commercial,20920 ,Van,1,No,1,4331 ,10,1,Highly Urban/ Urban,Bayern
1699339752,1,67,2,20,43217 ,781471 ,Yes,Fem,Masters,Manager,80,Private,20870 ,Sports Car,0,No,0,304 ,23,0,Highly Urban/ Urban,Bayern
9603205873,0,57,1,11,127028 ,17667 ,z_No,Fem,Masters,Manager,79,Commercial,32690 ,Pickup,2,No,2,2382 ,20,1,Highly Urban/ Urban,Bayern
3552400637,3,34,3,12,76476 ,889574 ,Yes,Fem,z_High School,Teacher,98,Commercial,13050 ,Sports Car,0,Yes,0,264 ,8,0,z_Highly Rural/ Rural,Thueringen
851544731,0,78,0,19,77514 ,802856 ,z_No,Mal,Bachelors,Professional,89,Private,19540 ,Minivan,0,Yes,2,220 ,13,0,Highly Urban/ Urban,Bayern
8339280419,0,66,1,11,150912 ,1016454 ,Yes,Fem,Masters,Manager,66,Private,24240 ,Pickup,0,No,0,330 ,19,0,Highly Urban/ Urban,Thueringen
1515506334,0,73,0,11,89920 ,573812 ,Yes,Mal,Masters,Nurse,59,Private,13630 ,Minivan,0,No,4,287 ,19,0,Highly Urban/ Urban,Bayern
1712134669,1,41,1,15,38940 ,202940 ,Yes,Fem,<High School,Clerical,81,Private,5260 ,unknown,4,No,2,9037 ,3,1,Highly Urban/ Urban,Bayern
2319212574,0,55,2,18,23904 ,459289 ,Yes,Mal,z_High School,Teacher,55,Private,7930 ,Pickup,2,No,5,6629 ,3,1,Highly Urban/ Urban,Berlin
6243324773,0,41,0,19,44250 ,364886 ,Yes,Fem,Bachelors,Teacher,74,Private,23640 ,unknown,2,No,0,376 ,12,0,Highly Urban/ Urban,Thueringen
456865537,0,62,0,13,49297 ,255598 ,Yes,Mal,Bachelors,Manager,69,Private,11220 ,Pickup,0,No,3,350 ,3,0,Highly Urban/ Urban,Bayern
6693936083,0,54,0,15,65219 ,243254 ,Yes,Mal,z_High School,Clerical,71,Private,25100 ,Minivan,4,No,3,309 ,11,0,Highly Urban/ Urban,Bayern
4235857251,0,49,0,15,111346 ,523936 ,Yes,Mal,Masters,,66,Commercial,16640 ,Van,0,No,6,3732 ,16,1,Highly Urban/ Urban,Hessen
5504843989,0,51,0,15,54725 ,547677 ,z_No,Fem,Bachelors,Professional,50,Private,12360 ,unknown,2,No,2,353 ,3,0,Highly Urban/ Urban,Nordrhein-Westfalen
6583281840,0,67,0,9,13501 ,412230 ,z_No,Mal,<High School,Clerical,50,Private,7500 ,Minivan,2,No,0,351 ,3,0,z_Highly Rural/ Rural,Bayern
8568784354,0,38,0,15,105231 ,318154 ,Yes,Mal,Masters,,85,Commercial,36120 ,Panel Truck,0,No,4,230 ,13,0,Highly Urban/ Urban,Thueringen
1863429013,0,52,2,,26786 ,653965 ,Yes,Fem,z_High School,Clerical,113,Private,23610 ,unknown,2,No,3,172 ,3,0,z_Highly Rural/ Rural,Thueringen
1911677790,0,31,1,,68238 ,650453 ,Yes,Fem,Masters,Nurse,94,Private,20210 ,Minivan,0,No,2,348 ,18,0,z_Highly Rural/ Rural,Bayern
3289872376,0,42,0,13,105550 ,318318 ,z_No,Fem,Bachelors,Professional,85,Private,16080 ,unknown,0,No,0,378 ,9,0,Highly Urban/ Urban,Mecklenburg-Vorpomme
4928128502,0,67,0,9,90908 ,11778 ,z_No,Fem,Bachelors,Professional,82,Private,18160 ,unknown,0,No,4,243 ,11,0,Highly Urban/ Urban,Nordrhein-Westfalen
954168132,0,23,1,15,112387 ,604155 ,Yes,Fem,Masters,,80,Commercial,28180 ,Van,2,No,7,252 ,6,0,Highly Urban/ Urban,Brandenburg
2747352265,1,30,3,15,30391 ,567157 ,Yes,Fem,<High School,Clerical,57,Private,22560 ,Minivan,2,No,3,341 ,,0,Highly Urban/ Urban,Hessen
